412,Lavansaari
413,Lavia
414,Lehtimäki
415,Leivonmäki
416,Lemi
417,Lemland
418,Lempäälä
419,Lemu
420,Leppävirta
421,Lestijärvi
422,Lieksa
423,Lieto
424,Liljendal
425,Liminka
426,Liperi
427,Lohja
428,Lohjan kunta
429,Lohtaja
430,Loimaa
431,Loimaan kunta
432,Lokalahti
433,Loppi
434,Loviisa
435,Luhanka
436,Lumijoki
437,Lumivaara
438,Lumparland
439,Luopioinen
440,Luoto
441,Luumäki
442,Luvia
443,Längelmäki
444,Lohja
445,Parainen
475,Maalahti
476,Maaninka
477,Maaria
478,Maarianhamina
479,Maksamaa
480,Marttila
481,Masku
482,Mellilä
483,Merijärvi
484,Merikarvia
485,Merimasku
486,Messukylä
487,Metsämaa
488,Metsäpirtti
489,Miehikkälä
490,Mietoinen
491,Mikkeli
492,Mikkelin mlk
493,Mouhijärvi
494,Muhos
495,Multia
496,Munsala
497,Muolaa
498,Muonio
499,Mustasaari
500,Muurame
501,Muurla
502,Muuruvesi
503,Mynämäki
504,Myrskylä
505,Mäntsälä
506,Mänttä
507,Mäntyharju
508,Mänttä-Vilppula
529,Naantali
530,Naantalin mlk
531,Nakkila
532,Nastola
533,Nauvo
534,Nilsiä
535,Nivala
536,Nokia
537,Noormarkku
538,Nousiainen
539,Nuijamaa
540,Nummi-Pusula
541,Nurmes
542,Nurmeksen mlk
543,Nurmijärvi
544,Nurmo
545,Närpiö
559,Oravainen
560,Orimattila
561,Oripää
562,Orivesi
563,Oulainen
564,Oulu
565,Oulujoki
566,Oulunkylä
567,Oulunsalo
573,Parainen
574,Paattinen
575,Paavola
576,Padasjoki
577,Paimio
578,Paltamo
579,Paraisten mlk
580,Parikkala
581,Parkano
582,Pattijoki
583,Pelkosenniemi
584,Perho
585,Pernaja
586,Perniö
587,Pertteli
588,Pertunmaa
589,Peräseinäjoki
590,Petolahti
591,Petsamo
592,Petäjävesi
593,Pieksämäki
594,Pieksämäen mlk
595,Pielavesi
596,Pielisensuu
597,Pielisjärvi
598,Pietarsaari
599,Pedersöre
600,Pihlajavesi
601,Pihtipudas
602,Piikkiö
603,Piippola
604,Pirkkala
605,Pirttikylä
606,Pohja
607,Polvijärvi
608,Pomarkku
609,Pori
610,Porin mlk
611,Pornainen
612,Porvoo
613,Porvoon mlk
614,Posio
615,Pudasjärvi
616,Pukkila
617,Pulkkila
618,Punkaharju
619,Punkalaidun
620,Puolanka
621,Purmo
622,Pusula
623,Puumala
624,Pyhtää
625,Pyhäjoki
626,Pyhäjärvi
627,Pyhäjärvi Ul
628,Pyhäjärvi Vpl
629,Pyhämaa
630,Pyhäntä
631,Pyhäranta
632,Pyhäselkä
633,Pylkönmäki
634,Pälkjärvi
635,Pälkäne
636,Pöytyä
637,Pohjaslahti
638,Porvoo
640,Pieksänmaa
678,Raahe
679,Raippaluoto
680,Raisio
681,Rantasalmi
682,Rantsila
683,Ranua
684,Rauma
685,Rauman mlk
686,Rautalampi
687,Rautavaara
688,Rautio
689,Rautjärvi
690,Rautu
691,Reisjärvi
692,Renko
693,Revonlahti
694,Riihimäki
695,Riistavesi
696,Ristiina
697,Ristijärvi
698,Rovaniemi
699,Rovaniemen mlk
700,Ruokolahti
701,Ruotsinpyhtää
702,Ruovesi
703,Ruskeala
704,Rusko
705,Rymättylä
706,Räisälä
707,Rääkkylä
708,Ruukki
710,Raasepori
728,Saari
729,Saarijärvi
730,Sahalahti
731,Sakkola
732,Salla
733,Salmi
734,Salo
735,Saloinen
736,Saltvik
737,Sammatti
738,Sauvo
739,Savitaipale
740,Savonlinna
741,Savonranta
742,Savukoski
743,Seinäjoki
744,Seinäjoen mlk
745,Seiskari
746,Sievi
747,Siikainen
748,Siikajoki
749,Siilinjärvi
750,Siipyy
751,Simo
752,Simpele
753,Sipoo
754,Anjalankoski
755,Siuntio
756,Snappertuna
757,Soanlahti
758,Sodankylä
759,Soini
760,Somerniemi
761,Somero
762,Sonkajärvi
763,Sortavala
764,Sortavalan mlk
765,Sotkamo
766,Sottunga
767,Suistamo
768,Sulkava
769,Sulva
770,Sumiainen
771,Sund
772,Suodenniemi
773,Suojärvi
774,Suolahti
775,Suomenniemi
776,Suomusjärvi
777,Suomussalmi
778,Suonenjoki
779,Suoniemi
780,Suursaari
781,Sysmä
782,Säkkijärvi
783,Säkylä
784,Särkisalo
785,Vaala
786,Säyneinen
787,Säynätsalo
788,Sääksmäki
789,Sääminki
790,Sastamala
791,Siikalatva
831,Taipalsaari
832,Taivalkoski
833,Taivassalo
834,Tammela
835,Tammisaari
836,Tammisaaren mlk
837,Tampere
838,Tarvasjoki
839,Teerijärvi
840,Teisko
841,Temmes
842,Tenhola
843,Terijoki
844,Tervo
845,Tervola
846,Teuva
847,Tiukka
848,Tohmajärvi
849,Toholampi
850,Toivakka
851,Tornio
852,Tottijärvi
853,Turku
854,Pello
855,Tuulos
856,Tuupovaara
857,Tuusniemi
858,Tuusula
859,Tyrnävä
860,Tyrväntö
861,Tyrvää
862,Tytärsaari
863,Töysä
864,Toijala
885,Ullava
886,Ulvila
887,Urjala
888,Uskela
889,Utajärvi
890,Utsjoki
891,Uukuniemi
892,Uurainen
893,Uusikaarlepyy
894,Uudenkaarlepyyn mlk
895,Uusikaupunki
896,Uudenkaupungin mlk
897,Uusikirkko
905,Vaasa
906,Vahto
907,Vahviala
908,Valkeakoski
909,Valkeala
910,Valkjärvi
911,Valtimo
912,Vammala
913,Vampula
914,Vanaja
915,Varkaus
916,Varpaisjärvi
917,Vehkalahti
918,Vehmaa
919,Vehmersalmi
920,Velkua
921,Vesanto
922,Vesilahti
923,Västanfjärd
924,Veteli
925,Vieremä
926,Vihanti
927,Vihti
928,Viiala
929,Viipuri
930,Viipurin mlk
931,Viitasaari
932,Viljakkala
933,Vilppula
934,Vimpeli
935,Virolahti
936,Virrat
937,Virtasalmi
938,Vuoksela
939,Vuoksenranta
940,Vuolijoki
941,Vårdö
942,Vähäkyrö
943,Värtsilä
946,Vöyri
971,Ylihärmä
972,Yli-Ii
973,Ylikiiminki
974,Ylimarkku
975,Ylistaro
976,Ylitornio
977,Ylivieska
978,Ylämaa
979,Yläne
980,Ylöjärvi
981,Ypäjä
988,Äetsä
989,Ähtäri
990,Ähtävä
991,Äyräpää
992,Äänekoski
993,Äänekosken mlk
994,Pirkkala
997,Öja
